        20.6706866683   5.8694388478e+01  
        41.3413733366   5.6688903197e+01  
        62.0120600048   5.0206202120e+01  
        82.6827466731   3.9895289226e+01  
       103.3534333414   2.6631673785e+01  
       124.0241200097   1.1433391262e+01  
       144.6948066780   -4.6083559915e+00  
       165.3654933462   -2.0380059062e+01  
       186.0361800145   -3.4781228210e+01  
       206.7068666828   -4.6759413020e+01  
       227.3775533511   -5.5356399008e+01  
       248.0482400194   -5.9779502024e+01  
       268.7189266876   -5.9479702238e+01  
       289.3896133559   -5.4248577510e+01  
       310.0603000242   -4.4318408107e+01  
       330.7309866925   -3.0425818096e+01  
       351.4016733608   -1.3805342253e+01  
       372.0723600291   3.9294000524e+00  
       392.7430466973   2.1004036475e+01  
       413.4137333656   3.5751806824e+01  
       434.0844200339   4.6852344125e+01  
       454.7551067022   5.3473715080e+01  
       475.4257933705   5.5303093257e+01  
       496.0964800387   5.2489603637e+01  
       516.7671667070   4.5539782078e+01  
       537.4378533753   3.5214278792e+01  
       558.1085400436   2.2434210983e+01  
       578.7792267119   8.2031616082e+00  
       599.4499133801   -6.4483739475e+00  
       620.1206000484   -2.0503252458e+01  
       640.7912867167   -3.2985585569e+01  
       661.4619733850   -4.2990796970e+01  
       682.1326600533   -4.9730966479e+01  
       702.8033467215   -5.2594650459e+01  
       723.4740333898   -5.1214868535e+01  
       744.1447200581   -4.5546875668e+01  
       764.8154067264   -3.5936849344e+01  
       785.4860933947   -2.3156112080e+01  
       806.1567800629   -8.3709051394e+00  
       826.8274667312   6.9738067889e+00  
       847.4981533995   2.1342549103e+01  
       868.1688400678   3.3327677699e+01  
       888.8395267361   4.1834154450e+01  
       909.5102134043   4.6192087225e+01  
       930.1809000726   4.6177034496e+01  
       950.8515867409   4.1965996752e+01  
       971.5222734092   3.4060398396e+01  
       992.1929600775   2.3191365656e+01  
      1012.8636467458   1.0240005405e+01  
      1033.5343334140   -3.8313765650e+00  
      1054.2050200823   -1.8035760676e+01  
      1074.8757067506   -3.1400009869e+01  
      1095.5463934189   -4.2998672617e+01  
      1116.2170800872   -5.1992360388e+01  
      1136.8877667554   -5.7675342968e+01  
      1157.5584534237   -5.9535597024e+01  
      1178.2291400920   -5.7323977309e+01  
      1198.8998267603   -5.1117276806e+01  
      1219.5705134286   -4.1366629736e+01  
      1240.2412000968   -2.8904553978e+01  
      1260.9118867651   -1.4879560187e+01  
      1281.5825734334   -6.1982477851e-01  
      1302.2532601017   1.2550918794e+01  
      1322.9239467700   2.3497838374e+01  
      1343.5946334382   3.1405997659e+01  
      1364.2653201065   3.5839407477e+01  
      1384.9360067748   3.6726588596e+01  
      1405.6066934431   3.4303559114e+01  
      1426.2773801114   2.9036380072e+01  
      1446.9480667796   2.1545965925e+01  
