    +2.5137047859      +3.2261916207    +1.2852686690 
    +1.4053329738      +2.1826823323    +1.0916411794 
    -0.6278251441      +0.1729518626    +1.3662011230 
    -2.3027196233      -1.7844723611    +2.0310013049 
    -2.6594368200      -2.7847509643    +2.7577199804 
    -1.4869064287      -2.5022678695    +3.1990718274 
    +0.7895894701      -1.2276213176    +3.2116518639 
    +3.4052223495      +0.3787454094    +2.9032506020 
    +5.3800545382      +1.5362118445    +2.5325571835 
    +5.6394168097      +1.5286435236    +2.3644139364 
    +3.6497441864      +0.0770058890    +2.5377165983 
    +0.1589888703      -2.2372340419    +2.9862114710 
    -2.9136038022      -4.0769705260    +3.4728332477 
    -3.7770086680      -4.2318710893    +3.7464116054 
    -2.1138072209      -2.5145666933    +3.6562196926 
    +0.8947337702      +0.2476495443    +3.1377140586 
    +3.7010338076      +2.9966946839    +2.2236619494 
    +5.1815077356      +4.9190736136    +1.1290311912 
    +4.6905781066      +5.4444894274    +0.2388908457 
    +2.1192750483      +4.3697776467    -0.1379197798 
    -1.7793760356      +2.1905286757    -0.0565242924 
    -5.4108921349      +0.0595994589    +0.0562367918 
    -7.1404123993      -0.8940872812    -0.2456624855 
    -6.1893119265      -0.2371916639    -1.0345294596 
    -2.9184783387      +1.6445548490    -1.9665382031 
    +1.3493797464      +3.7829317413    -2.5729361160 
    +4.7589032727      +4.9910751342    -2.5646921028 
    +5.7647467486      +4.4162138307    -1.9414428387 
    +4.0005784357      +1.9969498676    -0.9403086699 
    +0.6316530406      -1.4228793758    +0.0650536983 
    -2.2984640814      -4.5052987983    +0.7198148816 
    -3.2617012590      -6.2207500118    +0.8442224002 
    -2.0296964845      -6.3030571553    +0.4522249741 
    +0.6970514636      -5.0696196041    -0.3367391881 
    +3.9284739463      -3.1237919338    -1.2992592153 
    +6.5756649410      -1.3074662797    -2.0502888482 
    +7.5398470134      -0.5985110424    -2.1875666008 
    +6.2094829834      -1.5662027025    -1.6613160429 
    +3.1739956367      -3.6523139005    -0.9728892884 
    +0.0421046996      -5.3481231024    -0.8344570615 
    -1.7488380224      -5.3545464570    -1.5501964130 
    -1.8298847426      -3.4401856741    -2.8171277076 
    -0.8385062013      -0.3072619659    -4.0951840433 
    +0.1745604160      +2.9973543662    -5.0437229022 
    +0.2726361675      +5.4981444968    -5.6016962478 
    -1.0277833718      +6.5361430773    -5.7797751588 
    -3.4895555862      +6.0423845014    -5.5244237132 
    -6.0881928209      +4.6742522500    -4.8293953683 
    -7.5494347616      +3.4249147062    -3.8953301190 
    -7.1562297654      +2.9884554761    -3.1231613620 
    -5.0712002612      +3.4674289975    -2.9161415354 
    -2.0637683375      +4.4792452514    -3.3868094689 
    +0.8389252261      +5.3207517584    -4.1958912812 
    +2.5213796190      +5.1315565320    -4.7643216080 
    +2.1563400663      +3.3046440408    -4.7408274081 
    -0.0700991526      +0.0630398490    -4.2951057916 
    -2.6642390105      -3.3850151132    -3.9267054139 
    -3.7264544080      -5.5698429291    -3.9651349239 
    -2.3531467377      -5.8099983884    -4.2884425768 
    +0.8934479672      -4.5419724073    -4.5608306730 
    +4.6613813054      -2.7523309502    -4.6923760526 
    +7.5715338195      -1.3479948842    -4.9555236728 
    +8.5390259022      -0.9667298756    -5.6154738093 
    +7.0247175976      -1.9114345781    -6.5439024659 
    +3.4474771122      -3.8589078728    -7.2772809262 
    -0.7342817177      -5.6884452484    -7.4453522443 
    -3.7878579384      -6.0329857412    -7.0835945017 
    -4.7422293967      -4.1958259353    -6.5204804612 
    -3.7235451938      -0.5205272142    -5.9800440415 
    -1.6101924953      +3.8998804796    -5.3338146365 
    +0.3744344768      +7.6886378740    -4.2927015951 
    +0.9922739347      +9.6417376573    -2.8590827448 
    -0.5298575208      +9.2186112997    -1.5119682789 
    -3.8689436132      +6.9581930396    -0.8061413694 
    -7.4656653352      +4.3193449606    -0.7823884238 
    -9.4509645903      +2.7266109393    -0.9040287903 
    -8.8466404768      +2.6985528369    -0.6351684920 
    -5.8945916884      +3.8709472285    +0.0124608227 
    -1.6640457405      +5.4996136809    +0.5496750370 
    +2.3490565650      +6.7489855516    +0.5463463794 
    +4.5786768591      +6.7805996775    +0.0348950772 
    +4.0777492627      +5.0479500596    -0.5990950519 
    +1.3416973821      +1.8074591560    -1.0658348226 
    -1.7529342216      -1.7979000509    -1.4826042916 
    -3.2790252297      -4.4549585425    -2.2005386275 
    -2.5261216224      -5.5046446065    -3.3291660197 
    -0.0058733226      -5.0773543302    -4.4818866022 
    +3.2070302067      -3.7536182175    -5.1271306887 
    +5.8574127322      -2.3073581844    -5.1724568546 
    +6.7210408787      -1.5357628636    -5.0260663951 
    +5.1654577447      -1.9447153334    -5.1098998705 
    +1.8261819779      -3.3069496271    -5.3416248820 
    -1.5318624387      -4.6292723309    -5.1585472233 
    -3.2306341265      -4.8484764336    -4.0868909556 
    -2.8077576634      -3.5943366234    -2.2763862056 
    -0.9844643874      -1.2525209991    -0.4059315749 
    +1.0644889725      +1.4258949334    +0.9623186482 
    +2.2590167586      +3.6008935867    +1.8643013265 
    +1.8506438791      +4.5007758965    +2.7065034059 
    -0.2921213480      +3.7808949220    +3.6659985296 
    -3.3237290572      +1.9759671319    +4.5242725212 
    -5.6687508412      +0.3295954243    +4.9850670550 
    -6.0362787499      -0.0982468677    +5.0307469498 
    -4.2046997367      +0.8774301386    +4.9633424451 
    -0.8968916764      +2.6749077897    +5.0984098664 
    +2.6798930631      +4.3790686129    +5.3599413907 
    +5.0795861740      +5.0077721072    +5.2568261275 
    +5.0256852005      +3.7917990218    +4.3998820974 
    +2.3167174000      +0.7141250407    +3.0118622699 
    -1.5556518472      -3.0968873241    +1.7907331874 
    -4.2263450242      -5.9009936326    +1.1485552496 
    -4.1996352252      -6.5286537509    +0.8457462079 
    -1.7026439495      -5.0338842732    +0.3819917771 
    +1.9590173443      -2.3771103892    -0.4046197382 
    +5.3856976871      +0.2221354952    -1.1369644341 
    +7.4618340082      +1.6634091690    -1.2431396746 
    +7.3743443083      +1.1611247635    -0.5018801553 
    +4.9508853637      -1.3603982597    +0.6863661304 
    +1.1885341633      -4.8360338944    +1.6096765791 
    -2.0159953004      -7.4285739428    +1.8907288257 
    -3.0321475052      -7.6967191230    +1.8094429517 
    -1.4392338262      -5.4168372599    +1.8386833623 
    +1.9253312860      -1.4789280808    +2.0490917236 
    +5.4553088153      +2.6211278810    +2.1752339414 
    +7.4446182310      +5.2834773272    +2.1483473261 
    +6.8533648369      +5.3754481299    +2.3667554855 
    +3.9367607094      +2.8770205679    +3.2973165311 
    +0.2463431724      -0.8491971032    +4.8171954576 
    -2.3772066590      -3.8354277374    +6.0411637278 
    -3.0389239793      -4.8346343659    +5.9590585620 
    -1.9663847744      -3.8124182131    +4.2900458055 
    +0.2355630257      -1.4332001026    +1.7516664059 
    +2.9236533433      +1.3750645827    -0.4808258987 
    +5.1268774350      +3.4129921715    -1.6228278273 
    +5.6455948592      +3.4614809508    -1.5745014004 
    +3.9685408091      +1.1724457150    -0.7442630272 
    +1.0828420085      -2.2115634736    +0.2602744807 
    -1.1683469027      -4.5842584277    +0.9566412317 
    -1.5928530650      -4.5652000736    +1.1709633873 
    -0.3891052364      -2.2695479575    +0.8917394422 
    +1.3202286138      +1.1360130207    +0.0933941031 
    +2.3737331879      +4.1980113576    -1.0579701580 
    +2.1531001925      +5.7059902280    -1.9232811162 
    +0.7133606647      +5.1113485316    -1.6493563614 
    -1.3194209431      +2.9268965462    -0.0132512453 
    -3.0438241504      +0.5754336521    +2.1181912014 
    -3.7925889941      -0.5649710448    +3.4350228437 
    -3.3600340385      +0.0246520986    +3.2781110250 
    -1.9093295747      +1.9498506973    +2.0052402472 
    +0.1643421018      +4.3344800870    +0.4567896527 
    +2.1037875475      +6.0468033454    -0.7083574121 
    +2.7586583533      +5.8148059098    -1.2710230961 
    +1.2618365788      +2.8530645285    -1.3534501031 
    -1.8947891243      -2.1269278339    -1.3014233935 
    -4.6993134534      -6.7824017630    -1.5783929814 
    -5.1283675338      -8.6996378139    -2.5382033046 
    -2.8939764255      -7.2566520936    -4.2223565460 
    +0.5796823163      -3.7791773370    -6.3557999649 
    +3.7076813085      -0.1125205075    -8.4823317350 
    +5.6124752287      +2.3609090096   -10.0180710274 
    +5.8792719617      +2.7912782523   -10.4008467190 
    +4.2753763677      +0.8881337958    -9.4426757012 
    +1.0409857267      -2.6299954309    -7.6108263722 
    -2.7694638068      -5.9018600564    -5.7896590540 
    -5.6774127367      -6.9324842436    -4.6022744349 
    -6.5965843530      -4.8339006245    -4.0108470744 
    -5.3466535639      -0.0908593790    -3.5754620735 
    -2.8271038878      +5.7240848566    -2.9093245287 
    -0.7340121011     +10.4159780040    -1.8530812238 
    -0.5356548767     +12.1858700688    -0.3862473370 
    -2.6403609457     +10.5622457840    +1.4874449310 
    -6.1342827290      +6.8373364151    +3.6016457955 
