    +3.2723831311      -7.1498773977    +2.1517669373 
    +3.2257066523      -7.0986355256    +1.9558466457 
    +3.1501155607      -6.9684712886    +1.3756861860 
    +3.0491599744      -6.7576609488    +0.5411737715 
    +2.9238749438      -6.4659607372    -0.3741001514 
    +2.7728124526      -6.0948887600    -1.1885408489 
    +2.5928573861      -5.6481068529    -1.7459137078 
    +2.3805306507      -5.1317696148    -1.9414274152 
    +2.1334068591      -4.5546001524    -1.7379447407 
    +1.8513487063      -3.9275552056    -1.1713060236 
    +1.5373962188      -3.2631659385    -0.3446625929 
    +1.1982337917      -2.5747845573    +0.5876816410 
    +0.8441335185      -1.8759136223    +1.4457317401 
    +0.4881962332      -1.1795843865    +2.0561491110 
    +0.1447284020      -0.4975990891    +2.2870279070 
    -0.1731777371      +0.1604624991    +2.0782128864 
    -0.4563936993      +0.7882686338    +1.4588816532 
    -0.7021081127      +1.3834221050    +0.5467907878 
    -0.9149242499      +1.9473544425    -0.4732001079 
    -1.1060269155      +2.4842171134    -1.3886833430 
    -1.2904350578      +2.9991115421    -2.0078437567 
    -1.4829955289      +3.4962419051    -2.2040146776 
    -1.6942167766      +3.9774784865    -1.9448514412 
    -1.9271476872      +4.4415449872    -1.2979448325 
    -2.1761301135      +4.8837683385    -0.4123301876 
    -2.4276677232      +5.2962941372    +0.5176549441 
    -2.6631452213      +5.6688128980    +1.2960877054 
    -2.8626450100      +5.9897870645    +1.7657412603 
    -3.0089051393      +6.2479810884    +1.8368618296 
    -3.0905227287      +6.4339592036    +1.5000800863 
    -3.1037749838      +6.5411823433    +0.8230366862 
    -3.0528976223      +6.5665053475    -0.0659101803 
    -2.9490265218      +6.5101487977    -1.0022068000 
    -2.8081757486      +6.3753871222    -1.8134740569 
    -2.6485926263      +6.1681361951    -2.3483188050 
    -2.4877469591      +5.8964418672    -2.5026559449 
    -2.3392269233      +5.5697388423    -2.2401985373 
    -2.2099638489      +5.1978095853    -1.6030997020 
    -2.0984007839      +4.7895912981    -0.7089258115 
    -1.9942784457      +4.3521758819    +0.2681075115 
    -1.8804395859      +3.8903058108    +1.1299214640 
    -1.7365901697      +3.4064626292    +1.6960110620 
    -1.5443560004      +2.9014192832    +1.8446686444 
    -1.2923905327      +2.3749396229    +1.5434386798 
    -0.9801082909      +1.8264059843    +0.8598103092 
    -0.6188454026      +1.2554102816    -0.0525820819 
    -0.2299847140      +0.6623905325    -0.9893092277 
    +0.1595313880      +0.0492449400    -1.7424538628 
    +0.5231840912      -0.5803086686    -2.1475452776 
    +0.8407752243      -1.2208496445    -2.1182451795 
    +1.1026173810      -1.8658099884    -1.6607316202 
    +1.3110406262      -2.5080958688    -0.8670196166 
    +1.4790111386      -3.1404189317    +0.1088116904 
    +1.6263963521      -3.7552375518    +1.0846169127 
    +1.7750490029      -4.3444593468    +1.8857221305 
    +1.9438978059      -4.8992372662    +2.3754737554 
    +2.1449236938      -5.4100945584    +2.4769453126 
    +2.3805081350      -5.8673613066    +2.1840667865 
    +2.6423381341      -6.2617196351    +1.5617616722 
    +2.9119273487      -6.5846718342    +0.7354303117 
    +3.1628090646      -6.8289293427    -0.1293159186 
    +3.3644214897      -6.9888744405    -0.8549806293 
    +3.4874619525      -7.0612113123    -1.2854486004 
    +3.5099812983      -7.0456902496    -1.3189182460 
    +3.4229096464      -6.9455489507    -0.9331958962 
    +3.2333912167      -6.7673009440    -0.1955873618 
    +2.9647630746      -6.5197627328    +0.7467697286 
    +2.6527182242      -6.2125436898    +1.6959936712 
    +2.3380669793      -5.8544064009    +2.4469590034 
    +2.0577135502      -5.4518931502    +2.8344056723 
    +1.8360834154      -5.0084223552    +2.7712796887 
    +1.6792691372      -4.5239470554    +2.2681314986 
    +1.5736313559      -3.9953115097    +1.4283620259 
    +1.4892521883      -3.4174537077    +0.4218795032 
    +1.3872520848      -2.7853695999    -0.5546275515 
    +1.2289985278      -2.0963869774    -1.3203025076 
    +0.9847694644      -1.3520680680    -1.7453805844 
    +0.6400438498      -0.5592179878    -1.7730519429 
    +0.1983763806      +0.2702021211    -1.4254992765 
    -0.3193019624      +1.1200602401    -0.7949633092 
    -0.8782162940      +1.9714415852    -0.0238001854 
    -1.4351499483      +2.8040706455    +0.7218495458 
    -1.9449110682      +3.5977075685    +1.2807410736 
    -2.3672509862      +4.3336601138    +1.5243063705 
    -2.6735545322      +4.9964641774    +1.3803897684 
    -2.8523101534      +5.5754832129    +0.8492677771 
    -2.9121068779      +6.0659299045    +0.0080492148 
    -2.8810143045      +6.4688531422    -0.9994653636 
    -2.8018194316      +6.7899697779    -1.9877926806 
    -2.7235697101      +7.0376305250    -2.7662968481 
    -2.6908154162      +7.2203997150    -3.1805634553 
