         0.0000000000   3.2183697559e+01  
        41.3413733366   3.1790063896e+01  
        82.6827466731   3.0661452641e+01  
       124.0241200097   2.8934357456e+01  
       165.3654933462   2.6806350022e+01  
       206.7068666828   2.4497737855e+01  
       248.0482400194   2.2209340367e+01  
       289.3896133559   2.0084917783e+01  
       330.7309866925   1.8185784816e+01  
       372.0723600291   1.6482623544e+01  
       413.4137333656   1.4866011575e+01  
       454.7551067022   1.3173419805e+01  
       496.0964800387   1.1227159692e+01  
       537.4378533753   8.8756091810e+00  
       578.7792267119   6.0294243137e+00  
       620.1206000484   2.6854562019e+00  
       661.4619733850   -1.0664648071e+00  
       702.8033467215   -5.0553189303e+00  
       744.1447200581   -9.0570073471e+00  
       785.4860933947   -1.2833258426e+01  
       826.8274667312   -1.6173607513e+01  
       868.1688400678   -1.8932058339e+01  
       909.5102134043   -2.1051052089e+01  
       950.8515867409   -2.2567897551e+01  
       992.1929600775   -2.3602357977e+01  
      1033.5343334140   -2.4327929499e+01  
      1074.8757067506   -2.4932686685e+01  
      1116.2170800872   -2.5577711330e+01  
      1157.5584534237   -2.6361607627e+01  
      1198.8998267603   -2.7298338272e+01  
      1240.2412000968   -2.8312863103e+01  
      1281.5825734334   -2.9255407717e+01  
      1322.9239467700   -2.9931398076e+01  
      1364.2653201065   -3.0140946164e+01  
      1405.6066934431   -2.9719889861e+01  
      1446.9480667796   -2.8574133048e+01  
      1488.2894401162   -2.6700422501e+01  
      1529.6308134528   -2.4189435276e+01  
      1570.9721867893   -2.1210579543e+01  
      1612.3135601259   -1.7981538219e+01  
      1653.6549334625   -1.4728604445e+01  
      1694.9963067990   -1.1645687184e+01  
      1736.3376801356   -8.8601453142e+00  
      1777.6790534721   -6.4122740820e+00  
      1819.0204268087   -4.2525638275e+00  
      1860.3618001453   -2.2572961612e+00  
      1901.7031734818   -2.5933782495e-01  
      1943.0445468184   1.9121131310e+00  
      1984.3859201549   4.3909346226e+00  
      2025.7272934915   7.2409596558e+00  
      2067.0686668281   1.0437146066e+01  
      2108.4100401646   1.3864941210e+01  
      2149.7514135012   1.7338018825e+01  
      2191.0927868378   2.0630803827e+01  
      2232.4341601743   2.3519190051e+01  
      2273.7755335109   2.5821216476e+01  
      2315.1169068474   2.7429523203e+01  
      2356.4582801840   2.8329124680e+01  
      2397.7996535206   2.8597039180e+01  
      2439.1410268571   2.8383973858e+01  
      2480.4824001937   2.7881842741e+01  
      2521.8237735302   2.7283685665e+01  
      2563.1651468668   2.6744025152e+01  
      2604.5065202034   2.6347575359e+01  
      2645.8478935399   2.6092539682e+01  
      2687.1892668765   2.5891831755e+01  
      2728.5306402130   2.5591990643e+01  
      2769.8720135496   2.5006026328e+01  
      2811.2133868862   2.3953620919e+01  
      2852.5547602227   2.2300591061e+01  
      2893.8961335593   1.9989611878e+01  
      2935.2375068959   1.7055919362e+01  
      2976.5788802324   1.3624721850e+01  
      3017.9202535690   9.8907605412e+00  
      3059.2616269055   6.0841033942e+00  
      3100.6030002421   2.4290764869e+00  
      3141.9443735787   -8.9536191851e-01  
      3183.2857469152   -3.7858119709e+00  
      3224.6271202518   -6.2291518230e+00  
      3265.9684935883   -8.2989340831e+00  
      3307.3098669249   -1.0134345971e+01  
      3348.6512402615   -1.1906139294e+01  
      3389.9926135980   -1.3776523173e+01  
      3431.3339869346   -1.5861162025e+01  
      3472.6753602712   -1.8200930613e+01  
      3514.0167336077   -2.0749073740e+01  
      3555.3581069443   -2.3376317992e+01  
      3596.6994802808   -2.5892905770e+01  
      3638.0408536174   -2.8083165987e+01  
      3679.3822269540   -2.9745749911e+01  
      3720.7236002905   -3.0731526113e+01  
      3762.0649736271   -3.0971571601e+01  
      3803.4063469636   -3.0489643068e+01  
